Image_Name,Image_Path,Label,Edge_Count,Contour_Count
0786.jpg,/Users/tanishqjain/Desktop/pyhton project/data1a/training/01-whole/0786.jpg,0,11088,191
0081.JPEG,/Users/tanishqjain/Desktop/pyhton project/data1a/training/00-damage/0081.JPEG,1,6419,154
0915.JPEG,/Users/tanishqjain/Desktop/pyhton project/data1a/training/00-damage/0915.JPEG,1,6108,131
0754.jpg,/Users/tanishqjain/Desktop/pyhton project/data1a/training/01-whole/0754.jpg,0,23861,596
0819.JPEG,/Users/tanishqjain/Desktop/pyhton project/data1a/training/00-damage/0819.JPEG,1,3485,112
0651.jpg,/Users/tanishqjain/Desktop/pyhton project/data1a/training/01-whole/0651.jpg,0,46028,926
0893.JPEG,/Users/tanishqjain/Desktop/pyhton project/data1a/training/00-damage/0893.JPEG,1,5112,150
0194.JPEG,/Users/tanishqjain/Desktop/pyhton project/data1a/training/00-damage/0194.JPEG,1,9270,326
0181.jpg,/Users/tanishqjain/Desktop/pyhton project/data1a/training/01-whole/0181.jpg,0,12198,287
0262.jpg,/Users/tanishqjain/Desktop/pyhton project/data1a/training/01-whole/0262.jpg,0,9423,259
0654.JPEG,/Users/tanishqjain/Desktop/pyhton project/data1a/training/00-damage/0654.JPEG,1,6899,260
0286.jpg,/Users/tanishqjain/Desktop/pyhton project/data1a/training/01-whole/0286.jpg,0,60428,1859
0332.jpg,/Users/tanishqjain/Desktop/pyhton project/data1a/training/01-whole/0332.jpg,0,4449,105
0109.JPEG,/Users/tanishqjain/Desktop/pyhton project/data1a/training/00-damage/0109.JPEG,1,5207,187
0367.JPEG,/Users/tanishqjain/Desktop/pyhton project/data1a/training/00-damage/0367.JPEG,1,11722,391
0785.JPEG,/Users/tanishqjain/Desktop/pyhton project/data1a/training/00-damage/0785.JPEG,1,8495,259
0827.JPEG,/Users/tanishqjain/Desktop/pyhton project/data1a/training/01-whole/0827.JPEG,0,6155,141
0759.JPEG,/Users/tanishqjain/Desktop/pyhton project/data1a/training/00-damage/0759.JPEG,1,8302,327
0497.jpg,/Users/tanishqjain/Desktop/pyhton project/data1a/training/01-whole/0497.jpg,0,8660,241
0448.JPEG,/Users/tanishqjain/Desktop/pyhton project/data1a/training/00-damage/0448.JPEG,1,6158,152
0471.jpeg,/Users/tanishqjain/Desktop/pyhton project/data1a/training/00-damage/0471.jpeg,1,7587,234
0060.jpg,/Users/tanishqjain/Desktop/pyhton project/data1a/training/01-whole/0060.jpg,0,7188,195
0471.jpg,/Users/tanishqjain/Desktop/pyhton project/data1a/training/01-whole/0471.jpg,0,37159,607
0239.jpg,/Users/tanishqjain/Desktop/pyhton project/data1a/training/01-whole/0239.jpg,0,6327,216
0005.jpg,/Users/tanishqjain/Desktop/pyhton project/data1a/training/01-whole/0005.jpg,0,2112,61
0317.jpg,/Users/tanishqjain/Desktop/pyhton project/data1a/training/01-whole/0317.jpg,0,39293,906
0079.jpg,/Users/tanishqjain/Desktop/pyhton project/data1a/training/01-whole/0079.jpg,0,89405,2295
0747.jpg,/Users/tanishqjain/Desktop/pyhton project/data1a/training/01-whole/0747.jpg,0,29560,752
0430.jpg,/Users/tanishqjain/Desktop/pyhton project/data1a/training/01-whole/0430.jpg,0,6419,170
0234.jpg,/Users/tanishqjain/Desktop/pyhton project/data1a/training/01-whole/0234.jpg,0,10322,122
0887.JPEG,/Users/tanishqjain/Desktop/pyhton project/data1a/training/01-whole/0887.JPEG,0,5702,147
0871.JPEG,/Users/tanishqjain/Desktop/pyhton project/data1a/training/00-damage/0871.JPEG,1,7254,146
0556.JPEG,/Users/tanishqjain/Desktop/pyhton project/data1a/training/00-damage/0556.JPEG,1,2941,79
0424.jpg,/Users/tanishqjain/Desktop/pyhton project/data1a/training/01-whole/0424.jpg,0,11987,263
0104.JPEG,/Users/tanishqjain/Desktop/pyhton project/data1a/training/00-damage/0104.JPEG,1,5387,164
0917.jpeg,/Users/tanishqjain/Desktop/pyhton project/data1a/training/00-damage/0917.jpeg,1,11298,402
0621.JPEG,/Users/tanishqjain/Desktop/pyhton project/data1a/training/00-damage/0621.JPEG,1,5360,188
0848.JPEG,/Users/tanishqjain/Desktop/pyhton project/data1a/training/00-damage/0848.JPEG,1,4727,127
0682.jpg,/Users/tanishqjain/Desktop/pyhton project/data1a/training/01-whole/0682.jpg,0,41417,1212
0365.JPEG,/Users/tanishqjain/Desktop/pyhton project/data1a/training/00-damage/0365.JPEG,1,4369,142
0459.JPEG,/Users/tanishqjain/Desktop/pyhton project/data1a/training/00-damage/0459.JPEG,1,5050,118
0662.jpg,/Users/tanishqjain/Desktop/pyhton project/data1a/training/01-whole/0662.jpg,0,37544,596
0501.jpg,/Users/tanishqjain/Desktop/pyhton project/data1a/training/01-whole/0501.jpg,0,16449,333
0862.JPEG,/Users/tanishqjain/Desktop/pyhton project/data1a/training/01-whole/0862.JPEG,0,5364,179
0862.JPEG,/Users/tanishqjain/Desktop/pyhton project/data1a/training/00-damage/0862.JPEG,1,3118,87
0833.JPEG,/Users/tanishqjain/Desktop/pyhton project/data1a/training/00-damage/0833.JPEG,1,3533,65
0067.jpg,/Users/tanishqjain/Desktop/pyhton project/data1a/training/01-whole/0067.jpg,0,62730,2700
0263.jpg,/Users/tanishqjain/Desktop/pyhton project/data1a/training/01-whole/0263.jpg,0,41086,1186
0649.JPEG,/Users/tanishqjain/Desktop/pyhton project/data1a/training/00-damage/0649.JPEG,1,5058,145
0063.jpg,/Users/tanishqjain/Desktop/pyhton project/data1a/training/01-whole/0063.jpg,0,101593,2563
0872.JPEG,/Users/tanishqjain/Desktop/pyhton project/data1a/training/00-damage/0872.JPEG,1,7583,180
0576.JPEG,/Users/tanishqjain/Desktop/pyhton project/data1a/training/00-damage/0576.JPEG,1,6057,173
0561.JPEG,/Users/tanishqjain/Desktop/pyhton project/data1a/training/00-damage/0561.JPEG,1,12918,341
0348.JPEG,/Users/tanishqjain/Desktop/pyhton project/data1a/training/00-damage/0348.JPEG,1,4965,153
0751.JPEG,/Users/tanishqjain/Desktop/pyhton project/data1a/training/00-damage/0751.JPEG,1,6933,199
0393.JPEG,/Users/tanishqjain/Desktop/pyhton project/data1a/training/00-damage/0393.JPEG,1,7789,262
0112.JPEG,/Users/tanishqjain/Desktop/pyhton project/data1a/training/00-damage/0112.JPEG,1,8429,244
0603.JPEG,/Users/tanishqjain/Desktop/pyhton project/data1a/training/00-damage/0603.JPEG,1,7029,202
0095.jpg,/Users/tanishqjain/Desktop/pyhton project/data1a/training/01-whole/0095.jpg,0,4074,106
0392.jpg,/Users/tanishqjain/Desktop/pyhton project/data1a/training/01-whole/0392.jpg,0,14319,271
0159.JPEG,/Users/tanishqjain/Desktop/pyhton project/data1a/training/00-damage/0159.JPEG,1,2636,61
0608.JPEG,/Users/tanishqjain/Desktop/pyhton project/data1a/training/00-damage/0608.JPEG,1,6851,183
0630.jpg,/Users/tanishqjain/Desktop/pyhton project/data1a/training/01-whole/0630.jpg,0,23199,535
0894.JPEG,/Users/tanishqjain/Desktop/pyhton project/data1a/training/00-damage/0894.JPEG,1,3437,75
0827.JPEG,/Users/tanishqjain/Desktop/pyhton project/data1a/training/00-damage/0827.JPEG,1,11742,401
0142.JPEG,/Users/tanishqjain/Desktop/pyhton project/data1a/training/00-damage/0142.JPEG,1,4677,153
0262.JPEG,/Users/tanishqjain/Desktop/pyhton project/data1a/training/00-damage/0262.JPEG,1,9039,362
0229.JPEG,/Users/tanishqjain/Desktop/pyhton project/data1a/training/00-damage/0229.JPEG,1,8786,226
0660.JPEG,/Users/tanishqjain/Desktop/pyhton project/data1a/training/00-damage/0660.JPEG,1,5217,106
0454.jpg,/Users/tanishqjain/Desktop/pyhton project/data1a/training/01-whole/0454.jpg,0,8137,146
0734.jpg,/Users/tanishqjain/Desktop/pyhton project/data1a/training/01-whole/0734.jpg,0,36392,507
0274.jpg,/Users/tanishqjain/Desktop/pyhton project/data1a/training/01-whole/0274.jpg,0,8643,157
0313.JPEG,/Users/tanishqjain/Desktop/pyhton project/data1a/training/00-damage/0313.JPEG,1,4878,109
0492.jpeg,/Users/tanishqjain/Desktop/pyhton project/data1a/training/00-damage/0492.jpeg,1,7234,235
0417.jpg,/Users/tanishqjain/Desktop/pyhton project/data1a/training/01-whole/0417.jpg,0,16478,366
0481.jpg,/Users/tanishqjain/Desktop/pyhton project/data1a/training/01-whole/0481.jpg,0,11610,231
0140.JPEG,/Users/tanishqjain/Desktop/pyhton project/data1a/training/00-damage/0140.JPEG,1,8862,362
0282.jpg,/Users/tanishqjain/Desktop/pyhton project/data1a/training/01-whole/0282.jpg,0,40421,863
0231.jpg,/Users/tanishqjain/Desktop/pyhton project/data1a/training/01-whole/0231.jpg,0,14226,190
0429.jpg,/Users/tanishqjain/Desktop/pyhton project/data1a/training/01-whole/0429.jpg,0,12053,124
0480.jpg,/Users/tanishqjain/Desktop/pyhton project/data1a/training/01-whole/0480.jpg,0,22610,697
0092.JPEG,/Users/tanishqjain/Desktop/pyhton project/data1a/training/00-damage/0092.JPEG,1,4879,184
0523.JPEG,/Users/tanishqjain/Desktop/pyhton project/data1a/training/00-damage/0523.JPEG,1,4758,137
0771.JPEG,/Users/tanishqjain/Desktop/pyhton project/data1a/training/00-damage/0771.JPEG,1,8264,331
0329.jpg,/Users/tanishqjain/Desktop/pyhton project/data1a/training/01-whole/0329.jpg,0,4590,158
0645.jpg,/Users/tanishqjain/Desktop/pyhton project/data1a/training/01-whole/0645.jpg,0,31452,880
0139.JPEG,/Users/tanishqjain/Desktop/pyhton project/data1a/training/00-damage/0139.JPEG,1,6939,181
0388.JPEG,/Users/tanishqjain/Desktop/pyhton project/data1a/training/00-damage/0388.JPEG,1,8988,356
0691.jpg,/Users/tanishqjain/Desktop/pyhton project/data1a/training/01-whole/0691.jpg,0,5172,132
0026.JPEG,/Users/tanishqjain/Desktop/pyhton project/data1a/training/00-damage/0026.JPEG,1,6257,208
0178.JPEG,/Users/tanishqjain/Desktop/pyhton project/data1a/training/00-damage/0178.JPEG,1,8395,224
0493.jpeg,/Users/tanishqjain/Desktop/pyhton project/data1a/training/00-damage/0493.jpeg,1,3698,98
0110.JPEG,/Users/tanishqjain/Desktop/pyhton project/data1a/training/00-damage/0110.JPEG,1,1879,45
0327.jpg,/Users/tanishqjain/Desktop/pyhton project/data1a/training/01-whole/0327.jpg,0,39788,1386
0717.JPEG,/Users/tanishqjain/Desktop/pyhton project/data1a/training/00-damage/0717.JPEG,1,8636,281
0559.jpg,/Users/tanishqjain/Desktop/pyhton project/data1a/training/01-whole/0559.jpg,0,26115,443
0489.jpeg,/Users/tanishqjain/Desktop/pyhton project/data1a/training/00-damage/0489.jpeg,1,7477,236
0472.jpg,/Users/tanishqjain/Desktop/pyhton project/data1a/training/01-whole/0472.jpg,0,55266,1779
0646.JPEG,/Users/tanishqjain/Desktop/pyhton project/data1a/training/00-damage/0646.JPEG,1,3526,99
0357.JPEG,/Users/tanishqjain/Desktop/pyhton project/data1a/training/00-damage/0357.JPEG,1,8533,283
0082.JPEG,/Users/tanishqjain/Desktop/pyhton project/data1a/training/00-damage/0082.JPEG,1,3537,126
0394.jpg,/Users/tanishqjain/Desktop/pyhton project/data1a/training/01-whole/0394.jpg,0,36575,970
0870.JPEG,/Users/tanishqjain/Desktop/pyhton project/data1a/training/01-whole/0870.JPEG,0,4425,95
0381.jpg,/Users/tanishqjain/Desktop/pyhton project/data1a/training/01-whole/0381.jpg,0,31172,1222
0886.JPEG,/Users/tanishqjain/Desktop/pyhton project/data1a/training/00-damage/0886.JPEG,1,5534,116
0439.jpg,/Users/tanishqjain/Desktop/pyhton project/data1a/training/01-whole/0439.jpg,0,23312,461
0628.jpg,/Users/tanishqjain/Desktop/pyhton project/data1a/training/01-whole/0628.jpg,0,10388,76
0702.JPEG,/Users/tanishqjain/Desktop/pyhton project/data1a/training/00-damage/0702.JPEG,1,8992,253
0455.JPEG,/Users/tanishqjain/Desktop/pyhton project/data1a/training/00-damage/0455.JPEG,1,4657,142
0809.JPEG,/Users/tanishqjain/Desktop/pyhton project/data1a/training/00-damage/0809.JPEG,1,7790,204
0821.JPEG,/Users/tanishqjain/Desktop/pyhton project/data1a/training/00-damage/0821.JPEG,1,7031,211
0874.JPEG,/Users/tanishqjain/Desktop/pyhton project/data1a/training/01-whole/0874.JPEG,0,4801,145
0431.JPEG,/Users/tanishqjain/Desktop/pyhton project/data1a/training/00-damage/0431.JPEG,1,5667,169
0267.jpg,/Users/tanishqjain/Desktop/pyhton project/data1a/training/01-whole/0267.jpg,0,29422,502
0721.JPEG,/Users/tanishqjain/Desktop/pyhton project/data1a/training/00-damage/0721.JPEG,1,6166,196
0117.jpg,/Users/tanishqjain/Desktop/pyhton project/data1a/training/01-whole/0117.jpg,0,13707,316
0089.jpg,/Users/tanishqjain/Desktop/pyhton project/data1a/training/01-whole/0089.jpg,0,25101,317
0549.jpg,/Users/tanishqjain/Desktop/pyhton project/data1a/training/01-whole/0549.jpg,0,14742,295
0402.JPEG,/Users/tanishqjain/Desktop/pyhton project/data1a/training/00-damage/0402.JPEG,1,9363,274
0064.jpg,/Users/tanishqjain/Desktop/pyhton project/data1a/training/01-whole/0064.jpg,0,21043,560
0759.jpg,/Users/tanishqjain/Desktop/pyhton project/data1a/training/01-whole/0759.jpg,0,5827,138
0579.JPEG,/Users/tanishqjain/Desktop/pyhton project/data1a/training/00-damage/0579.JPEG,1,3511,98
0368.jpg,/Users/tanishqjain/Desktop/pyhton project/data1a/training/01-whole/0368.jpg,0,16008,329
0029.jpg,/Users/tanishqjain/Desktop/pyhton project/data1a/training/01-whole/0029.jpg,0,39660,1189
0679.JPEG,/Users/tanishqjain/Desktop/pyhton project/data1a/training/00-damage/0679.JPEG,1,5395,154
0392.JPEG,/Users/tanishqjain/Desktop/pyhton project/data1a/training/00-damage/0392.JPEG,1,6540,162
0618.jpg,/Users/tanishqjain/Desktop/pyhton project/data1a/training/01-whole/0618.jpg,0,9004,206
0830.JPEG,/Users/tanishqjain/Desktop/pyhton project/data1a/training/00-damage/0830.JPEG,1,7691,224
0380.jpg,/Users/tanishqjain/Desktop/pyhton project/data1a/training/01-whole/0380.jpg,0,33552,643
0544.jpg,/Users/tanishqjain/Desktop/pyhton project/data1a/training/01-whole/0544.jpg,0,19718,372
0179.jpg,/Users/tanishqjain/Desktop/pyhton project/data1a/training/01-whole/0179.jpg,0,36809,1013
0374.jpg,/Users/tanishqjain/Desktop/pyhton project/data1a/training/01-whole/0374.jpg,0,8936,137
0919.JPEG,/Users/tanishqjain/Desktop/pyhton project/data1a/training/01-whole/0919.JPEG,0,6148,158
0786.JPEG,/Users/tanishqjain/Desktop/pyhton project/data1a/training/00-damage/0786.JPEG,1,5891,158
0847.JPEG,/Users/tanishqjain/Desktop/pyhton project/data1a/training/01-whole/0847.JPEG,0,5961,217
0675.jpg,/Users/tanishqjain/Desktop/pyhton project/data1a/training/01-whole/0675.jpg,0,47687,1546
0683.jpg,/Users/tanishqjain/Desktop/pyhton project/data1a/training/01-whole/0683.jpg,0,38704,1253
0123.jpg,/Users/tanishqjain/Desktop/pyhton project/data1a/training/01-whole/0123.jpg,0,8762,288
0073.JPEG,/Users/tanishqjain/Desktop/pyhton project/data1a/training/00-damage/0073.JPEG,1,2814,92
0912.JPEG,/Users/tanishqjain/Desktop/pyhton project/data1a/training/00-damage/0912.JPEG,1,4168,110
0542.jpg,/Users/tanishqjain/Desktop/pyhton project/data1a/training/01-whole/0542.jpg,0,49078,1084
0228.JPEG,/Users/tanishqjain/Desktop/pyhton project/data1a/training/00-damage/0228.JPEG,1,9053,349
0527.jpg,/Users/tanishqjain/Desktop/pyhton project/data1a/training/01-whole/0527.jpg,0,16295,345
0840.JPEG,/Users/tanishqjain/Desktop/pyhton project/data1a/training/00-damage/0840.JPEG,1,3997,110
0514.JPEG,/Users/tanishqjain/Desktop/pyhton project/data1a/training/00-damage/0514.JPEG,1,9052,264
0762.JPEG,/Users/tanishqjain/Desktop/pyhton project/data1a/training/00-damage/0762.JPEG,1,5301,113
0570.jpg,/Users/tanishqjain/Desktop/pyhton project/data1a/training/01-whole/0570.jpg,0,18399,256
0478.jpg,/Users/tanishqjain/Desktop/pyhton project/data1a/training/01-whole/0478.jpg,0,10110,172
0421.jpg,/Users/tanishqjain/Desktop/pyhton project/data1a/training/01-whole/0421.jpg,0,1311,31
0774.JPEG,/Users/tanishqjain/Desktop/pyhton project/data1a/training/00-damage/0774.JPEG,1,6669,243
0294.JPEG,/Users/tanishqjain/Desktop/pyhton project/data1a/training/00-damage/0294.JPEG,1,6339,173
0810.JPEG,/Users/tanishqjain/Desktop/pyhton project/data1a/training/00-damage/0810.JPEG,1,6432,230
0360.jpg,/Users/tanishqjain/Desktop/pyhton project/data1a/training/01-whole/0360.jpg,0,10193,176
0685.jpg,/Users/tanishqjain/Desktop/pyhton project/data1a/training/01-whole/0685.jpg,0,18542,303
0760.jpg,/Users/tanishqjain/Desktop/pyhton project/data1a/training/01-whole/0760.jpg,0,10508,147
0515.JPEG,/Users/tanishqjain/Desktop/pyhton project/data1a/training/00-damage/0515.JPEG,1,6125,144
0913.JPEG,/Users/tanishqjain/Desktop/pyhton project/data1a/training/01-whole/0913.JPEG,0,4844,124
0724.JPEG,/Users/tanishqjain/Desktop/pyhton project/data1a/training/00-damage/0724.JPEG,1,9774,359
0125.JPEG,/Users/tanishqjain/Desktop/pyhton project/data1a/training/00-damage/0125.JPEG,1,4681,128
0688.jpg,/Users/tanishqjain/Desktop/pyhton project/data1a/training/01-whole/0688.jpg,0,7904,120
0868.jpeg,/Users/tanishqjain/Desktop/pyhton project/data1a/training/00-damage/0868.jpeg,1,12463,418
0527.jpeg,/Users/tanishqjain/Desktop/pyhton project/data1a/training/00-damage/0527.jpeg,1,7390,248
0592.jpg,/Users/tanishqjain/Desktop/pyhton project/data1a/training/01-whole/0592.jpg,0,35217,639
0228.jpg,/Users/tanishqjain/Desktop/pyhton project/data1a/training/01-whole/0228.jpg,0,9679,340
0045.jpg,/Users/tanishqjain/Desktop/pyhton project/data1a/training/01-whole/0045.jpg,0,6047,122
0257.jpg,/Users/tanishqjain/Desktop/pyhton project/data1a/training/01-whole/0257.jpg,0,10177,269
0903.JPEG,/Users/tanishqjain/Desktop/pyhton project/data1a/training/00-damage/0903.JPEG,1,6794,193
0451.jpg,/Users/tanishqjain/Desktop/pyhton project/data1a/training/01-whole/0451.jpg,0,16284,386
0375.JPEG,/Users/tanishqjain/Desktop/pyhton project/data1a/training/00-damage/0375.JPEG,1,6395,211
0548.jpg,/Users/tanishqjain/Desktop/pyhton project/data1a/training/01-whole/0548.jpg,0,9611,179
0335.jpg,/Users/tanishqjain/Desktop/pyhton project/data1a/training/01-whole/0335.jpg,0,17433,361
0577.JPEG,/Users/tanishqjain/Desktop/pyhton project/data1a/training/00-damage/0577.JPEG,1,4378,117
0077.JPEG,/Users/tanishqjain/Desktop/pyhton project/data1a/training/00-damage/0077.JPEG,1,6788,223
0632.JPEG,/Users/tanishqjain/Desktop/pyhton project/data1a/training/00-damage/0632.JPEG,1,7818,248
0511.jpg,/Users/tanishqjain/Desktop/pyhton project/data1a/training/01-whole/0511.jpg,0,16650,451
0521.jpg,/Users/tanishqjain/Desktop/pyhton project/data1a/training/01-whole/0521.jpg,0,11268,194
0507.jpg,/Users/tanishqjain/Desktop/pyhton project/data1a/training/01-whole/0507.jpg,0,4761,123
0018.JPEG,/Users/tanishqjain/Desktop/pyhton project/data1a/training/00-damage/0018.JPEG,1,5354,129
0408.jpg,/Users/tanishqjain/Desktop/pyhton project/data1a/training/01-whole/0408.jpg,0,84928,3253
0085.jpg,/Users/tanishqjain/Desktop/pyhton project/data1a/training/01-whole/0085.jpg,0,19386,229
0120.jpg,/Users/tanishqjain/Desktop/pyhton project/data1a/training/01-whole/0120.jpg,0,24925,440
0435.JPEG,/Users/tanishqjain/Desktop/pyhton project/data1a/training/00-damage/0435.JPEG,1,3238,68
0206.JPEG,/Users/tanishqjain/Desktop/pyhton project/data1a/training/00-damage/0206.JPEG,1,5108,149
0412.jpg,/Users/tanishqjain/Desktop/pyhton project/data1a/training/01-whole/0412.jpg,0,29875,1034
0631.jpg,/Users/tanishqjain/Desktop/pyhton project/data1a/training/01-whole/0631.jpg,0,25890,374
0167.jpg,/Users/tanishqjain/Desktop/pyhton project/data1a/training/01-whole/0167.jpg,0,50725,698
0162.jpg,/Users/tanishqjain/Desktop/pyhton project/data1a/training/01-whole/0162.jpg,0,46097,1099
0726.JPEG,/Users/tanishqjain/Desktop/pyhton project/data1a/training/00-damage/0726.JPEG,1,6155,170
0199.jpg,/Users/tanishqjain/Desktop/pyhton project/data1a/training/01-whole/0199.jpg,0,19146,435
0733.JPEG,/Users/tanishqjain/Desktop/pyhton project/data1a/training/00-damage/0733.JPEG,1,9464,315
0484.jpg,/Users/tanishqjain/Desktop/pyhton project/data1a/training/01-whole/0484.jpg,0,10749,108
0585.jpg,/Users/tanishqjain/Desktop/pyhton project/data1a/training/01-whole/0585.jpg,0,35062,578
0865.JPEG,/Users/tanishqjain/Desktop/pyhton project/data1a/training/00-damage/0865.JPEG,1,6759,213
0235.JPEG,/Users/tanishqjain/Desktop/pyhton project/data1a/training/00-damage/0235.JPEG,1,6508,185
0007.jpg,/Users/tanishqjain/Desktop/pyhton project/data1a/training/01-whole/0007.jpg,0,24690,527
0320.jpeg,/Users/tanishqjain/Desktop/pyhton project/data1a/training/00-damage/0320.jpeg,1,6996,264
0502.JPEG,/Users/tanishqjain/Desktop/pyhton project/data1a/training/00-damage/0502.JPEG,1,6965,271
0753.JPEG,/Users/tanishqjain/Desktop/pyhton project/data1a/training/00-damage/0753.JPEG,1,11580,316
0189.JPEG,/Users/tanishqjain/Desktop/pyhton project/data1a/training/00-damage/0189.JPEG,1,9037,344
0006.JPEG,/Users/tanishqjain/Desktop/pyhton project/data1a/training/00-damage/0006.JPEG,1,5134,129
0066.JPEG,/Users/tanishqjain/Desktop/pyhton project/data1a/training/00-damage/0066.JPEG,1,6754,206
0780.jpg,/Users/tanishqjain/Desktop/pyhton project/data1a/training/01-whole/0780.jpg,0,75693,2415
0739.jpg,/Users/tanishqjain/Desktop/pyhton project/data1a/training/01-whole/0739.jpg,0,30773,753
0003.jpg,/Users/tanishqjain/Desktop/pyhton project/data1a/training/01-whole/0003.jpg,0,18781,638
0676.JPEG,/Users/tanishqjain/Desktop/pyhton project/data1a/training/00-damage/0676.JPEG,1,6115,151
0249.jpg,/Users/tanishqjain/Desktop/pyhton project/data1a/training/01-whole/0249.jpg,0,51204,933
0581.JPEG,/Users/tanishqjain/Desktop/pyhton project/data1a/training/00-damage/0581.JPEG,1,6951,209
0074.jpg,/Users/tanishqjain/Desktop/pyhton project/data1a/training/01-whole/0074.jpg,0,32536,553
0605.JPEG,/Users/tanishqjain/Desktop/pyhton project/data1a/training/00-damage/0605.JPEG,1,1712,34
0137.jpg,/Users/tanishqjain/Desktop/pyhton project/data1a/training/01-whole/0137.jpg,0,25902,392
0708.jpg,/Users/tanishqjain/Desktop/pyhton project/data1a/training/01-whole/0708.jpg,0,20595,262
0506.jpg,/Users/tanishqjain/Desktop/pyhton project/data1a/training/01-whole/0506.jpg,0,135870,4061
0239.JPEG,/Users/tanishqjain/Desktop/pyhton project/data1a/training/00-damage/0239.JPEG,1,5391,162
0557.jpg,/Users/tanishqjain/Desktop/pyhton project/data1a/training/01-whole/0557.jpg,0,16999,402
0648.jpg,/Users/tanishqjain/Desktop/pyhton project/data1a/training/01-whole/0648.jpg,0,39346,798
0586.jpg,/Users/tanishqjain/Desktop/pyhton project/data1a/training/01-whole/0586.jpg,0,4893,110
0540.jpg,/Users/tanishqjain/Desktop/pyhton project/data1a/training/01-whole/0540.jpg,0,59155,1083
0655.jpg,/Users/tanishqjain/Desktop/pyhton project/data1a/training/01-whole/0655.jpg,0,27135,536
0150.JPEG,/Users/tanishqjain/Desktop/pyhton project/data1a/training/00-damage/0150.JPEG,1,3514,86
0224.jpg,/Users/tanishqjain/Desktop/pyhton project/data1a/training/01-whole/0224.jpg,0,10602,163
0357.jpg,/Users/tanishqjain/Desktop/pyhton project/data1a/training/01-whole/0357.jpg,0,44393,1709
0673.jpg,/Users/tanishqjain/Desktop/pyhton project/data1a/training/01-whole/0673.jpg,0,48660,1253
0328.jpg,/Users/tanishqjain/Desktop/pyhton project/data1a/training/01-whole/0328.jpg,0,11453,174
0746.JPEG,/Users/tanishqjain/Desktop/pyhton project/data1a/training/00-damage/0746.JPEG,1,2908,116
0015.jpg,/Users/tanishqjain/Desktop/pyhton project/data1a/training/01-whole/0015.jpg,0,21271,330
0075.jpg,/Users/tanishqjain/Desktop/pyhton project/data1a/training/01-whole/0075.jpg,0,53404,1319
0210.JPEG,/Users/tanishqjain/Desktop/pyhton project/data1a/training/00-damage/0210.JPEG,1,4254,104
0261.JPEG,/Users/tanishqjain/Desktop/pyhton project/data1a/training/00-damage/0261.JPEG,1,11658,395
0797.JPEG,/Users/tanishqjain/Desktop/pyhton project/data1a/training/01-whole/0797.JPEG,0,4346,112
0346.JPEG,/Users/tanishqjain/Desktop/pyhton project/data1a/training/00-damage/0346.JPEG,1,4511,134
0340.JPEG,/Users/tanishqjain/Desktop/pyhton project/data1a/training/00-damage/0340.JPEG,1,9765,292
0248.JPEG,/Users/tanishqjain/Desktop/pyhton project/data1a/training/00-damage/0248.JPEG,1,6708,191
0857.JPEG,/Users/tanishqjain/Desktop/pyhton project/data1a/training/00-damage/0857.JPEG,1,4596,108
0836.JPEG,/Users/tanishqjain/Desktop/pyhton project/data1a/training/01-whole/0836.JPEG,0,5176,146
0687.jpg,/Users/tanishqjain/Desktop/pyhton project/data1a/training/01-whole/0687.jpg,0,12396,175
0232.jpg,/Users/tanishqjain/Desktop/pyhton project/data1a/training/01-whole/0232.jpg,0,51369,860
0643.jpg,/Users/tanishqjain/Desktop/pyhton project/data1a/training/01-whole/0643.jpg,0,5681,191
0727.jpg,/Users/tanishqjain/Desktop/pyhton project/data1a/training/01-whole/0727.jpg,0,13742,203
0902.JPEG,/Users/tanishqjain/Desktop/pyhton project/data1a/training/00-damage/0902.JPEG,1,4968,88
0796.JPEG,/Users/tanishqjain/Desktop/pyhton project/data1a/training/01-whole/0796.JPEG,0,5526,149
0182.JPEG,/Users/tanishqjain/Desktop/pyhton project/data1a/training/00-damage/0182.JPEG,1,8931,251
0114.JPEG,/Users/tanishqjain/Desktop/pyhton project/data1a/training/00-damage/0114.JPEG,1,2409,63
0064.JPEG,/Users/tanishqjain/Desktop/pyhton project/data1a/training/00-damage/0064.JPEG,1,4552,93
0513.JPEG,/Users/tanishqjain/Desktop/pyhton project/data1a/training/00-damage/0513.JPEG,1,5667,149
0780.JPEG,/Users/tanishqjain/Desktop/pyhton project/data1a/training/00-damage/0780.JPEG,1,9814,317
0180.jpg,/Users/tanishqjain/Desktop/pyhton project/data1a/training/01-whole/0180.jpg,0,15173,168
0577.jpg,/Users/tanishqjain/Desktop/pyhton project/data1a/training/01-whole/0577.jpg,0,64803,597
0178.jpg,/Users/tanishqjain/Desktop/pyhton project/data1a/training/01-whole/0178.jpg,0,14486,140
0059.JPEG,/Users/tanishqjain/Desktop/pyhton project/data1a/training/00-damage/0059.JPEG,1,6277,140
0763.JPEG,/Users/tanishqjain/Desktop/pyhton project/data1a/training/00-damage/0763.JPEG,1,5347,128
0587.jpg,/Users/tanishqjain/Desktop/pyhton project/data1a/training/01-whole/0587.jpg,0,35956,987
0230.JPEG,/Users/tanishqjain/Desktop/pyhton project/data1a/training/00-damage/0230.JPEG,1,6869,247
0843.JPEG,/Users/tanishqjain/Desktop/pyhton project/data1a/training/01-whole/0843.JPEG,0,4510,98
